Product Name,Total_Revenue,Total_Profit,Average_discount
Fellowes Super Stor/Drawer,"₹2,963.70",₹67.71,0.05
Fellowes Super Stor/Drawer Files,"₹13,893.30",₹473.34,0.06666666666666668
Fellowes Superior 10 Outlet Split Surge Protector,"₹3,745.10",₹57.09,0.2666666666666667
"Fellowes Twister Kit, Gray/Clear, 3/pkg",₹820.88,₹-3.22,0.43
File Shuttle I and Handi-File,"₹1,411.28",₹51.42,0.13333333333333333
"File Shuttle II and Handi-File, Black","₹7,537.14",₹260.95,0.05714285714285715
First Data FD10 PIN Pad,"₹8,611.00",₹15.80,0.08
First Data TMFD35 PIN Pad,"₹1,428.00",₹119.95,0.0
"Fiskars 8"" Scissors, 2/Pack",₹844.76,₹45.86,0.1
Fiskars Home & Office Scissors,₹399.60,₹27.35,0.0
Fiskars Softgrip Scissors,"₹1,405.44",₹86.08,0.0
Fiskars Spring-Action Scissors,₹125.82,₹13.42,0.1
Flat Face Poster Frame,"₹3,700.18",₹120.95,0.3
Flexible Leather- Look Classic Collection Ring Binder,₹339.03,₹18.94,0.3833333333333333
"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts","₹2,141.76",₹197.10,0.13333333333333333
Fluorescent Highlighters by Dixon,₹493.52,₹22.45,0.12000000000000002
G.E. Halogen Desk Lamp Bulbs,₹163.33,₹22.89,0.15999999999999998
G.E. Longer-Life Indoor Recessed Floodlight Bulbs,₹232.40,₹25.76,0.2333333333333333
GBC Binding covers,₹572.39,₹58.92,0.06666666666666667
"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",₹500.28,₹13.64,0.375
GBC DocuBind 200 Manual Binding Machine,"₹21,217.39","₹1,052.45",0.325
GBC DocuBind 300 Electric Binding Machine,"₹21,617.78",₹494.42,0.4125
GBC DocuBind P100 Manual Binding Machine,"₹11,419.42",₹489.64,0.25
GBC DocuBind P400 Electric Binding System,"₹77,304.23","₹-1,878.17",0.45
GBC DocuBind P50 Personal Binding Machine,"₹15,867.04",₹569.42,0.33999999999999997
GBC DocuBind TL200 Manual Binding Machine,"₹19,105.49","₹1,592.50",0.21666666666666667
GBC DocuBind TL300 Electric Binding System,"₹74,001.68","₹2,233.51",0.3
GBC Durable Plastic Covers,"₹1,662.16",₹14.32,0.35
GBC Ibimaster 500 Manual ProClick Binding System,"₹171,524.89",₹760.98,0.5222222222222223
GBC Imprintable Covers,"₹1,409.83",₹39.97,0.3625
GBC Instant Index System for Binding Systems,₹285.05,₹-12.43,0.48
GBC Instant Report Kit,₹767.99,₹3.23,0.49230769230769234
"GBC Laser Imprintable Binding System Covers, Desert Sand",₹429.53,₹18.41,0.35000000000000003
GBC Linen Binding Covers,₹659.87,₹-82.41,0.5499999999999999
GBC Personal VeloBind Strips,₹772.71,₹-11.26,0.42857142857142855
GBC Plastic Binding Combs,₹701.10,₹59.78,0.26
GBC Plasticlear Binding Covers,₹268.63,₹-68.42,0.7285714285714285
GBC Poly Designer Binding Covers,₹945.81,₹102.45,0.21666666666666665
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""","₹1,253.62",₹52.45,0.2875
GBC Premium Transparent Covers with Diagonal Lined Pattern,"₹4,191.80",₹49.51,0.39999999999999997
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb","₹2,829.38",₹125.78,0.33749999999999997
GBC Prestige Therm-A-Bind Covers,"₹4,587.25",₹364.72,0.16999999999999998
GBC ProClick 150 Presentation Binding System,"₹20,981.07",₹-461.33,0.5
GBC ProClick Punch Binding System,"₹8,842.04",₹562.38,0.24285714285714285
GBC ProClick Spines for 32-Hole Punch,₹151.61,₹-13.28,0.44000000000000006
GBC Recycled Grain Textured Covers,"₹2,593.95",₹107.07,0.4
GBC Recycled Regency Composition Covers,"₹7,843.14",₹451.94,0.2333333333333333
GBC Recycled VeloBinder Covers,"₹3,489.79",₹100.88,0.35
GBC Standard Plastic Binding Systems Combs,₹161.96,₹-2.92,0.5
GBC Standard Plastic Binding Systems' Combs,₹501.77,₹5.02,0.425
"GBC Standard Recycled Report Covers, Clear Plastic Sheets","₹1,287.13",₹-27.17,0.4916666666666667
GBC Standard Therm-A-Bind Covers,"₹1,637.24",₹8.47,0.48333333333333334
GBC Therma-A-Bind 250T Electric Binding System,"₹7,084.22",₹413.25,0.2
GBC Twin Loop Wire Binding Elements,"₹6,433.02",₹259.58,0.37
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black","₹1,252.61",₹-2.28,0.3888888888888889
GBC VeloBind Cover Sets,"₹1,574.88",₹18.53,0.4636363636363636
GBC VeloBinder Electric Binding Machine,"₹2,455.89",₹-411.33,0.725
GBC VeloBinder Manual Binding System,"₹4,534.74",₹280.72,0.275
GBC VeloBinder Strips,₹274.18,₹-23.81,0.55
"GBC Velobind Prepunched Cover Sets, Regency Series","₹3,287.52",₹-9.24,0.41428571428571426
"GBC White Gloss Covers, Plain Front","₹1,783.94",₹31.42,0.5
GBC Wire Binding Combs,₹821.00,₹41.57,0.37142857142857144
GBC Wire Binding Strips,₹644.32,₹-18.41,0.5
GE 2-Jack Phone Line Splitter,"₹6,468.09",₹94.76,0.20000000000000004
GE 30522EE2,"₹4,407.62",₹336.37,0.0
GE 30524EE4,"₹22,460.45",₹838.84,0.15555555555555556
"GE 4 Foot Flourescent Tube, 40 Watt",₹302.60,₹42.24,0.06666666666666667
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box","₹12,304.52","₹1,260.22",0.07500000000000001
GE DSL Phone Line Filter,"₹2,927.27",₹69.98,0.1
"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",₹208.36,₹14.55,0.2285714285714286
"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",₹942.30,₹3.14,0.39999999999999997
Gear Head AU3700S Headset,"₹1,197.68",₹-11.95,0.06666666666666667
Geemarc AmpliPOWER60,"₹19,488.00",₹384.19,0.18181818181818182
"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",₹223.80,₹29.54,0.13333333333333333
"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish","₹14,653.32",₹206.87,0.0
Global Adaptabilities Conference Tables,"₹15,341.51",₹354.03,0.15000000000000002
"Global Airflow Leather Mesh Back Chair, Black","₹15,430.16",₹573.72,0.15555555555555556
"Global Armless Task Chair, Royal Blue","₹5,921.16",₹-20.73,0.175
Global Chrome Stack Chair,"₹5,663.06",₹15.08,0.26666666666666666
Global Comet Stacking Arm Chair,"₹21,294.50",₹697.14,0.16
Global Comet Stacking Armless Chair,"₹9,150.93",₹514.37,0.16666666666666666
Global Commerce Series High-Back Swivel/Tilt Chairs,"₹31,689.78",₹926.19,0.16666666666666666
Global Commerce Series Low-Back Swivel/Tilt Chairs,"₹18,913.73",₹41.12,0.2714285714285714
Global Deluxe High-Back Manager's Chair,"₹50,818.65","₹1,558.59",0.1875
Global Deluxe High-Back Office Chair in Storm,"₹3,916.51",₹-149.59,0.20000000000000004
Global Deluxe Office Fabric Chairs,"₹4,203.92",₹229.39,0.11666666666666668
"Global Deluxe Stacking Chair, Gray","₹2,467.43",₹76.98,0.21428571428571427
Global Deluxe Steno Chair,"₹5,804.29",₹-216.31,0.21000000000000002
Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,"₹5,284.11",₹-460.67,0.25
Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,₹207.18,₹25.90,0.2
Global Ergonomic Managers Chair,"₹27,110.80",₹785.45,0.13636363636363635
Global Executive Mid-Back Manager's Chair,"₹16,207.59",₹750.73,0.11666666666666665
"Global Fabric Manager's Chair, Dark Gray","₹17,307.97",₹499.85,0.13333333333333333
"Global Geo Office Task Chair, Gray","₹10,584.09",₹-166.01,0.17142857142857146
"Global High-Back Leather Tilter, Burgundy","₹30,526.12",₹-474.74,0.18571428571428572
Global Highback Leather Tilter in Burgundy,"₹12,802.29",₹49.13,0.14444444444444446
Global Italian Leather Office Chair,"₹5,082.02",₹204.33,0.15
"Global Leather & Oak Executive Chair, Burgundy","₹5,884.71",₹-114.68,0.18
Global Leather Executive Chair,"₹22,709.05",₹701.98,0.18571428571428572
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black","₹26,609.75",₹267.30,0.22727272727272727
"Global Leather Task Chair, Black","₹4,148.54",₹63.89,0.1375
"Global Leather and Oak Executive Chair, Black","₹29,526.14",₹854.78,0.175
Global Low Back Tilter Chair,"₹5,907.33",₹-246.39,0.1875
"Global Manager's Adjustable Task Chair, Storm","₹16,970.15",₹493.70,0.11666666666666665
"Global Push Button Manager's Chair, Indigo","₹18,881.99",₹283.75,0.2
"Global Stack Chair with Arms, Black","₹4,682.88",₹125.02,0.14285714285714285
"Global Stack Chair without Arms, Black","₹7,593.95",₹44.17,0.17142857142857143
Global Super Steno Chair,"₹12,870.92",₹-0.00,0.14285714285714285
"Global Task Chair, Black","₹1,155.20",₹-80.41,0.24
Global Troy Executive Leather Low-Back Tilter,"₹54,757.11",₹951.86,0.2
"Global Value Mid-Back Manager's Chair, Gray","₹9,444.04",₹197.89,0.16
"Global Value Steno Chair, Gray","₹12,858.66",₹246.00,0.16
"Global Wood Trimmed Manager's Task Chair, Khaki","₹20,415.91",₹-503.12,0.2285714285714286
Globe Weis Peel & Seel First Class Envelopes,"₹2,098.48",₹164.86,0.028571428571428574
Google Nexus 5,"₹27,286.48",₹710.96,0.12000000000000002
"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h","₹7,708.76",₹-172.94,0.12000000000000002
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black","₹3,772.89",₹-63.59,0.10000000000000002
Grandstream GXP1160 VoIP phone,"₹4,230.76",₹157.71,0.10000000000000002
Grandstream GXP2100 Mainstream Business Phone,"₹2,065.23",₹45.89,0.25
Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),"₹1,157.73",₹64.58,0.07500000000000001
Green Bar Computer Printout Paper,"₹3,693.31",₹380.87,0.04
"Green Canvas Binder for 8-1/2"" x 14"" Sheets","₹2,247.00",₹162.64,0.25999999999999995
Griffin GC17055 Auxiliary Audio Cable,"₹2,158.80",₹46.05,0.16666666666666666
Griffin GC36547 PowerJolt SE Lightning Charger,₹967.07,₹17.99,0.26666666666666666
Grip Seal Envelopes,₹14.14,₹2.39,0.2
GuestStacker Chair with Chrome Finish Legs,"₹47,585.28",₹773.26,0.225
HON 5400 Series Task Chairs for Big and Tall,"₹124,494.05",₹0.00,0.2
"HP Designjet T520 Inkjet Large Format Printer - 24"" Color","₹79,624.54","₹4,094.98",0.16666666666666666
HP Office Paper (20Lb. and 87 Bright),₹674.68,₹38.21,0.1
HP Office Recycled Paper (20Lb. and 87 Bright),₹561.82,₹50.34,0.05
"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",₹899.94,₹48.00,0.25
HP Standard 104 key PS/2 Keyboard,"₹1,325.30",₹58.00,0.06666666666666667
HTC One,"₹3,999.60",₹125.99,0.2
HTC One Mini,"₹11,011.53",₹317.49,0.15000000000000002
Hammermill Color Copier Paper (28Lb. and 96 Bright),₹49.95,₹13.49,0.0
Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),₹80.68,₹15.09,0.06666666666666667
Hand-Finished Solid Wood Document Frame,₹794.14,₹68.46,0.06666666666666667
Hanging Personal Folder File,"₹1,042.48",₹51.02,0.08
Harbour Creations 67200 Series Stacking Chairs,"₹6,085.89",₹254.82,0.1375
Harbour Creations Steel Folding Chair,"₹11,566.12",₹336.38,0.1625
Harmony Air Purifier,"₹6,709.50",₹374.22,0.22000000000000003
Harmony HEPA Quiet Air Purifiers,₹414.18,₹37.44,0.1
Heavy-Duty E-Z-D Binders,"₹1,038.63",₹9.06,0.5
Hewlett Packard 310 Color Digital Copier,"₹14,519.52",₹839.97,0.13333333333333333
Hewlett Packard 610 Color Digital Copier / Printer,"₹29,899.40","₹3,124.94",0.14285714285714285
Hewlett Packard LaserJet 3310 Copier,"₹111,478.14","₹6,983.88",0.2
Hewlett-Packard 300S Scientific Calculator,₹681.72,₹60.31,0.0
Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,"₹24,320.00","₹1,459.20",0.0
Hewlett-Packard Deskjet 5550 Printer,"₹1,791.40",₹49.76,0.4
Hewlett-Packard Deskjet 6540 Color Inkjet Printer,"₹4,435.02",₹139.62,0.4
Hewlett-Packard Deskjet D4360 Printer,"₹1,791.87",₹139.99,0.2
Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,₹203.99,₹-71.40,0.7
Hewlett-Packard Desktjet 6988DT Refurbished Printer,"₹17,022.50","₹1,668.20",0.0
High Speed Automatic Electric Letter Opener,"₹67,466.24",₹-262.00,0.06666666666666667
High-Back Leather Manager's Chair,"₹38,828.01",₹-197.58,0.16666666666666666
Holmes 99% HEPA Air Purifier,"₹1,841.10",₹86.86,0.1
"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",₹394.02,₹48.75,0.2
Holmes HEPA Air Purifier,₹596.77,₹41.38,0.23333333333333336
Holmes Harmony HEPA Air Purifier for 17 x 20 Room,"₹2,025.36",₹290.30,0.0
Holmes Odor Grabber,"₹1,707.33",₹67.77,0.225
"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",₹524.27,₹47.98,0.15000000000000002
"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room","₹1,155.66",₹87.69,0.0
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter","₹4,149.24",₹381.21,0.21000000000000002
"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",₹183.38,₹10.19,0.4
Home/Office Personal File Carts,"₹5,276.57",₹198.13,0.028571428571428574
Hon 2090 ï¿½Pillow Softï¿½ Series Mid Back Swivel/Tilt Chairs,"₹23,377.54",₹-989.05,0.21666666666666667
Hon 2111 Invitation Series Corner Table,"₹16,205.24",₹-401.99,0.2
Hon 2111 Invitation Series Straight Table,"₹6,948.01",₹-115.31,0.2714285714285714
"Hon 30"" x 60"" Table with Locking Drawer","₹2,933.12",₹-177.35,0.3333333333333333
Hon 4-Shelf Metal Bookcases,"₹7,916.83",₹-191.86,0.25
Hon 4060 Series Tables,"₹4,903.85",₹96.29,0.2
Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,"₹53,299.07","₹1,388.63",0.1875
Hon 4070 Series Pagoda Round Back Stacking Chairs,"₹21,826.64","₹1,052.81",0.14285714285714285
Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,"₹38,552.63",₹832.99,0.13333333333333333
Hon 5100 Series Wood Tables,"₹26,915.65",₹-238.60,0.21428571428571427
Hon 61000 Series Interactive Training Tables,"₹1,746.10",₹-148.40,0.3111111111111111
Hon 94000 Series Round Tables,"₹50,765.25",₹-681.21,0.16
Hon Comfortask Task/Swivel Chairs,"₹6,975.58",₹-36.47,0.15
Hon Deluxe Fabric Upholstered Stacking Chairs,"₹12,150.20",₹-48.80,0.275
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","₹58,262.42","₹1,927.44",0.14166666666666666
"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back","₹4,489.23",₹73.19,0.25
Hon Every-Day Chair Series Swivel Task Chairs,"₹3,290.66",₹12.10,0.19999999999999998
Hon Every-Day Series Multi-Task Chairs,"₹33,892.79",₹281.97,0.16
Hon GuestStacker Chair,"₹31,144.46","₹1,233.08",0.1111111111111111
"Hon Metal Bookcases, Black","₹12,129.06",₹-26.97,0.244
"Hon Metal Bookcases, Gray","₹6,388.20",₹229.98,0.0
"Hon Metal Bookcases, Putty","₹7,680.04",₹362.71,0.04
Hon Mobius Operator's Chair,"₹13,996.26",₹499.34,0.04
Hon Multipurpose Stacking Arm Chairs,"₹41,197.32",₹814.42,0.13333333333333333
Hon Non-Folding Utility Tables,"₹23,211.47",₹541.65,0.2
Hon Olson Stacker Chairs,"₹40,537.82","₹1,292.13",0.07500000000000001
Hon Olson Stacker Stools,"₹36,300.82",₹833.60,0.16
Hon Pagoda Stacking Chairs,"₹45,258.18","₹1,540.70",0.1
"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal","₹20,832.20",₹430.07,0.17500000000000002
Hon Racetrack Conference Tables,"₹16,774.39",₹-598.52,0.2833333333333334
Hon Rectangular Conference Tables,"₹29,012.62",₹-295.81,0.325
Hon Valutask Swivel Chairs,"₹4,574.39",₹139.35,0.07500000000000001
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,"₹1,173.82",₹-177.22,0.45
Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,"₹20,377.38","₹1,503.52",0.0
Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,"₹67,345.60","₹3,247.02",0.05
Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,"₹5,465.73",₹417.02,0.10000000000000002
Honeywell Quietcare HEPA Air Cleaner,"₹7,959.38",₹549.76,0.05000000000000001
Hoover Commercial Lightweight Upright Vacuum,₹103.01,₹-2.51,0.5
Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,"₹2,046.70",₹-9.30,0.26666666666666666
Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,₹492.62,₹-10.41,0.25
Hoover Commercial SteamVac,₹689.86,₹35.31,0.2
Hoover Portapower Portable Vacuum,₹316.29,₹1.34,0.30000000000000004
Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,₹16.87,₹0.44,0.3
"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",₹218.83,₹3.48,0.2
Hoover Shoulder Vac Commercial Portable Vacuum,"₹22,256.40",₹715.64,0.18333333333333335
Hoover Upright Vacuum With Dirt Cup,"₹34,396.16",₹460.35,0.16666666666666666
Hoover WindTunnel Plus Canister Vacuum,"₹9,153.90",₹697.44,0.06666666666666667
"Hot File 7-Pocket, Floor Stand","₹41,904.76","₹2,016.71",0.07692307692307693
"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock","₹5,719.04",₹256.19,0.15
"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock","₹1,621.69",₹101.79,0.16666666666666666
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock","₹6,939.18",₹448.76,0.09999999999999999
"Howard Miller 12"" Round Wall Clock","₹3,528.24",₹127.30,0.1
Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,"₹7,900.48",₹147.94,0.4
"Howard Miller 13"" Diameter Goldtone Round Wall Clock","₹5,961.38",₹294.31,0.16666666666666666
"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock","₹4,826.46",₹340.51,0.1142857142857143
"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock","₹3,617.30",₹247.57,0.2
"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock","₹7,017.30",₹201.83,0.13333333333333333
"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock","₹8,235.47",₹375.97,0.11428571428571428
"Howard Miller 16"" Diameter Gallery Wall Clock","₹1,854.26",₹107.42,0.15
Howard Miller Distant Time Traveler Alarm Clock,"₹3,394.60",₹192.21,0.13333333333333333
"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige","₹8,904.19",₹111.30,0.2
"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",₹242.53,₹15.86,0.15000000000000002
Hunt Boston Vacuum Mount KS Pencil Sharpener,"₹3,233.08",₹153.96,0.08
"Hunt PowerHouse Electric Pencil Sharpener, Blue","₹9,259.52",₹448.16,0.06000000000000001
Hypercom P1300 Pinpad,"₹3,780.00",₹275.31,0.17142857142857146
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,"₹3,293.78",₹95.20,0.12000000000000002
I.R.I.S IRISCard Anywhere 5 Card Scanner,"₹1,052.92",₹152.09,0.1
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case","₹1,772.06",₹185.88,0.10000000000000002
Ibico Covers for Plastic or Wire Binding Elements,₹570.40,₹57.50,0.2285714285714286
Ibico EB-19 Dual Function Manual Binding System,"₹13,060.75","₹1,086.38",0.2375
Ibico EPK-21 Electric Binding System,"₹70,307.63","₹3,345.28",0.3333333333333333
Ibico Hi-Tech Manual Binding System,"₹17,414.93",₹-304.99,0.4272727272727273
Ibico Ibimaster 300 Manual Binding System,"₹33,450.29","₹2,318.34",0.16249999999999998
Ibico Laser Imprintable Binding System Covers,"₹4,978.00",₹138.34,0.3625
Ibico Plastic Spiral Binding Combs,"₹7,113.60",₹328.93,0.33076923076923076
Ibico Plastic and Wire Spiral Binding Combs,"₹1,020.87",₹21.58,0.35555555555555557
Ibico Presentation Index for Binding Systems,₹317.21,₹15.08,0.2714285714285714
Ibico Recycled Grain-Textured Covers,₹279.77,₹3.45,0.39999999999999997
Ibico Recycled Linen-Style Covers,"₹7,687.01",₹262.48,0.3
Ibico Standard Transparent Covers,"₹1,761.71",₹104.81,0.32999999999999996
Iceberg Mobile Mega Data/Printer Cart ,"₹50,033.21","₹1,388.61",0.025
"Iceberg Nesting Folding Chair, 19w x 6d x 43h","₹8,540.87",₹253.84,0.11666666666666668
"Iceberg OfficeWorks 42"" Round Tables","₹19,491.52",₹-392.55,0.19999999999999998
Ideal Clamps,₹285.42,₹24.86,0.1
Imation Bio 2GB USBï¿½Flash Drive Imationï¿½Corp,"₹12,855.64",₹881.53,0.0
Imation Bio 8GB USBï¿½Flash Drive Imationï¿½Corp,"₹17,953.92",₹398.98,0.0
Imationï¿½16GB Mini TravelDrive USB 2.0ï¿½Flash Drive,"₹4,227.39",₹342.56,0.08888888888888889
Imationï¿½30456 USBï¿½Flash Driveï¿½8GB,"₹1,222.68",₹8.56,0.04
Imationï¿½32GB Pocket Pro USB 3.0ï¿½Flash Driveï¿½- 32 GB - Black - 1 P ...,"₹1,892.84",₹143.76,0.12000000000000002
Imationï¿½8GB Mini TravelDrive USB 2.0ï¿½Flash Drive,"₹1,726.87",₹8.76,0.06666666666666667
Imationï¿½8gb Micro Traveldrive Usb 2.0ï¿½Flash Drive,"₹1,569.00",₹23.25,0.07500000000000001
Imationï¿½Clip USBï¿½flash driveï¿½- 8 GB,"₹2,098.08",₹1.88,0.08571428571428573
Imationï¿½Secure+ Hardware Encrypted USB 2.0ï¿½Flash Drive; 16GB,"₹11,444.83",₹408.74,0.16666666666666666
Imationï¿½Secureï¿½Driveï¿½+ Hardware Encrypted USBï¿½flash driveï¿½- 16 GB,"₹4,186.50",₹196.03,0.03333333333333333
Imationï¿½Swivelï¿½Flash Driveï¿½USBï¿½flash driveï¿½- 8 GB,₹191.02,₹17.62,0.1
Imationï¿½USB 2.0 Swivelï¿½Flash Driveï¿½USBï¿½flash driveï¿½- 4 GB - Pink,₹224.22,₹8.91,0.0
"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",₹283.08,₹22.47,0.1
"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",₹274.26,₹48.56,0.06666666666666667
Innergie mMini Combo Duo USB Travel Charging Kit,"₹2,996.33",₹302.33,0.10000000000000002
Insertable Tab Indexes For Data Binders,₹49.29,₹-4.83,0.6
Insertable Tab Post Binder Dividers,₹231.78,₹-39.70,0.575
"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",₹725.34,₹81.33,0.06666666666666667
"Iris 3-Drawer Stacking Bin, Black","₹1,838.32",₹-43.45,0.13333333333333333
Iris Project Case,"₹1,303.93",₹47.88,0.06666666666666667
"It's Hot Message Books with Stickers, 2 3/4"" x 5""",₹694.12,₹59.57,0.13333333333333333
JBL Micro Wireless Portable Bluetooth Speaker,"₹2,243.63",₹15.00,0.23333333333333336
JM Magazine Binder,₹643.89,₹50.19,0.21666666666666667
Jabra BIZ 2300 Duo QD Duo Cordedï¿½Headset,"₹9,448.06",₹129.53,0.2
Jabra SPEAK 410,"₹16,015.90",₹654.17,0.08888888888888889
Jabra SPEAK 410 Multidevice Speakerphone,"₹9,351.95",₹10.30,0.26666666666666666
Jabra Supreme Plus Driver Editionï¿½Headset,"₹12,670.94",₹259.18,0.16
Jackery Bar Premium Fast-charging Portable Charger,"₹2,228.28",₹192.28,0.15000000000000002
Jawbone JAMBOX Wireless Bluetooth Speaker,"₹9,605.79",₹872.10,0.06666666666666667
Jawbone MINI JAMBOX Wireless Bluetooth Speaker,"₹8,437.97",₹-339.71,0.16
Jensen SMPS-640 -ï¿½speaker phone,"₹1,489.75",₹88.28,0.1
Jet-Pak Recycled Peel 'N' Seal Padded Mailers,"₹3,309.06",₹177.66,0.15000000000000002
Jiffy Padded Mailers with Self-Seal Closure,₹59.62,₹10.81,0.2
KI Adjustable-Height Table,"₹23,494.03",₹-248.48,0.2361111111111111
KI Conference Tables,"₹15,000.32",₹-479.22,0.325
KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,₹651.24,₹36.64,0.0
Kensington 4 Outlet MasterPiece Compact Power Control Center,"₹18,719.86",₹380.58,0.17142857142857146
Kensington 6 Outlet Guardian Standard Surge Protector,"₹1,392.64",₹110.59,0.0
Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,"₹4,060.80",₹235.53,0.0
Kensington 6 Outlet SmartSocket Surge Protector,₹442.58,₹-36.88,0.4
Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,"₹23,732.72",₹563.82,0.2
Kensington 7 Outlet MasterPiece Power Center,"₹14,202.80",₹229.59,0.2
Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,"₹3,879.88",₹311.22,0.07500000000000001
Kensington Expert Mouse Optical USB Trackball for PC or Mac,"₹6,592.31",₹360.96,0.10000000000000002
Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,"₹1,297.34",₹106.18,0.03333333333333333
Kensington Orbit Wireless Mobile Trackball for PC and Mac,"₹14,589.57",₹357.54,0.16
Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,"₹2,609.48",₹120.98,0.15000000000000002
KeyTronicï¿½6101 Series -ï¿½Keyboardï¿½- Black,"₹1,836.35",₹127.07,0.1
KeyTronicï¿½E03601U1 -ï¿½Keyboardï¿½- Beige,"₹1,188.00",₹58.32,0.0
KeyTronicï¿½KT400U2 -ï¿½Keyboardï¿½- Black,₹999.22,₹24.67,0.06666666666666667
KeyTronicï¿½KT800P2 -ï¿½Keyboardï¿½- Black,₹171.23,₹1.20,0.13333333333333333
Kingston Digital DataTraveler 16GB USB 2.0,"₹2,572.23",₹64.71,0.06153846153846154
Kingston Digital DataTraveler 32GB USB 2.0,"₹1,413.63",₹5.42,0.05714285714285715
Kingston Digital DataTraveler 64GB USB 2.0,₹608.04,₹16.21,0.0
Kingston Digital DataTraveler 8GB USB 2.0,₹158.27,₹-2.02,0.13333333333333333
Kleencut Forged Office Shears by Acme United Corporation,₹25.38,₹2.29,0.1
Konftel 250 Conferenceï¿½phoneï¿½- Charcoal black,"₹5,981.22",₹324.69,0.1
Konica Minolta magicolor 1690MF Multifunction Printer,"₹2,559.36",₹118.37,0.0
"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite","₹1,046.40",₹41.86,0.1
LG Electronics Tone+ HBS-730 Bluetooth Headset,"₹5,094.06",₹133.30,0.15000000000000002
LG Exalt,"₹6,957.15",₹-212.15,0.3333333333333333
